categoria,anio,conteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño cuerpo entero,1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño cuerpo entero,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño cuerpo entero,1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño cuerpo entero,1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño cuerpo entero,1765,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño cuerpo entero,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño cuerpo entero,1782,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño cuerpo entero,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño cuerpo entero,1800,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1550,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1595,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1600,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1602,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1657,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1700,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1750,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgen y niño santos y donantes,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
