categoria,anio,conteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1640,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1650,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1668,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1670,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1671,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1675,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1680,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1687,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1690,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1691,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1700,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1710,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1715,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1725,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1740,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1750,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1791,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1800,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1810,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Lima,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1600,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1650,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1675,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1700,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1720,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Viterbo,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1600,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1700,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1720,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1740,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1750,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosalía de Palermo,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
